,Data,TempMinPrevista
0,1/1980,23.831506129032256
1,2/1980,23.275118172413794
2,3/1980,23.05696741935484
3,4/1980,23.866689366666666
4,5/1980,23.268309322580645
5,6/1980,22.2460834
6,7/1980,21.86144764516129
7,8/1980,22.01864448387097
8,9/1980,22.311708633333335
9,10/1980,22.67203061290322
10,11/1980,23.548449166666668
11,12/1980,23.662620483870974
12,1/1981,21.495359032258072
13,2/1981,21.500578000000008
14,3/1981,21.500578000000008
15,4/1981,21.500578000000008
16,5/1981,21.500578000000008
17,6/1981,21.500578000000008
18,7/1981,21.500578000000008
19,8/1981,21.500578000000008
20,9/1981,21.500578000000008
21,10/1981,21.500578000000008
22,11/1981,21.500578000000008
23,12/1981,21.500578000000008
24,1/1982,21.500578000000008
25,2/1982,21.500578000000008
26,3/1982,21.500578000000008
27,4/1982,21.500578000000008
28,5/1982,21.500578000000008
29,6/1982,21.500578000000008
30,7/1982,21.500578000000008
31,8/1982,21.500578000000008
32,9/1982,21.500578000000008
33,10/1982,21.500578000000008
34,11/1982,21.500578000000008
35,12/1982,21.500578000000008
36,1/1983,21.500578000000008
37,2/1983,21.500578000000008
38,3/1983,21.500578000000008
39,4/1983,21.500578000000008
40,5/1983,21.500578000000008
41,6/1983,21.500578000000008
42,7/1983,21.500578000000008
43,8/1983,21.500578000000008
44,9/1983,21.500578000000008
45,10/1983,21.500578000000008
46,11/1983,21.500578000000008
47,12/1983,21.500578000000008
48,1/1984,21.500578000000008
49,2/1984,21.500578000000008
50,3/1984,21.500578000000008
51,4/1984,21.500578000000008
52,5/1984,21.500578000000008
53,6/1984,21.500578000000008
54,7/1984,21.500578000000008
55,8/1984,21.500578000000008
56,9/1984,21.500578000000008
57,10/1984,21.500578000000008
58,11/1984,21.500578000000008
59,12/1984,21.500578000000008
60,1/1985,21.500578000000008
61,2/1985,21.500578000000008
62,3/1985,21.500578000000008
63,4/1985,21.500578000000008
64,5/1985,21.500578000000008
65,6/1985,21.500578000000008
66,7/1985,21.500578000000008
67,8/1985,21.500578000000008
68,9/1985,21.500578000000008
69,10/1985,21.500578000000008
70,11/1985,21.500578000000008
71,12/1985,21.500578000000008
72,1/1986,23.84343470967742
73,2/1986,24.157470964285718
74,3/1986,23.969754032258066
75,4/1986,24.018164766666665
76,5/1986,23.17080877419355
77,6/1986,22.45633856666666
78,7/1986,21.71920570967742
79,8/1986,21.84899993548387
80,9/1986,21.500578000000008
81,10/1986,22.611118
82,11/1986,21.500578000000008
83,12/1986,23.76161774193549
84,1/1987,23.915892741935476
85,2/1987,24.359234964285715
86,3/1987,24.397206903225808
87,4/1987,24.06248056666666
88,5/1987,23.776503967741935
89,6/1987,22.9093609
90,7/1987,22.05766038709677
91,8/1987,22.04765387096774
92,9/1987,22.65019433333334
93,10/1987,23.68777993548387
94,11/1987,24.233586733333336
95,12/1987,24.272434806451614
96,1/1988,24.687194935483866
97,2/1988,24.644668931034488
98,3/1988,24.54061958064516
99,4/1988,24.122881599999992
100,5/1988,23.389023096774192
101,6/1988,22.137848633333338
102,7/1988,21.500578000000008
103,8/1988,21.172809709677423
104,9/1988,22.2088986
105,10/1988,22.789015967741935
106,11/1988,22.5244629
107,12/1988,22.62981532258065
108,1/1989,21.500578000000008
109,2/1989,24.168081214285717
110,3/1989,24.280651741935486
111,4/1989,21.500578000000008
112,5/1989,21.500578000000008
113,6/1989,21.500578000000008
114,7/1989,21.500578000000008
115,8/1989,21.500578000000008
116,9/1989,21.500578000000008
117,10/1989,21.500578000000008
118,11/1989,21.500578000000008
119,12/1989,21.500578000000008
120,1/1990,21.500578000000008
121,2/1990,21.500578000000008
122,3/1990,21.500578000000008
123,4/1990,21.500578000000008
124,5/1990,21.500578000000008
125,6/1990,21.500578000000008
126,7/1990,21.500578000000008
127,8/1990,21.500578000000008
128,9/1990,21.500578000000008
129,10/1990,21.500578000000008
130,11/1990,21.500578000000008
131,12/1990,21.500578000000008
132,1/1991,23.423094548387102
133,2/1991,23.092667892857143
134,3/1991,23.298577
135,4/1991,23.26797973333334
136,5/1991,22.31860141935484
137,6/1991,21.349806833333332
138,7/1991,20.927809290322575
139,8/1991,20.953864645161293
140,9/1991,21.2875843
141,10/1991,21.333962935483875
142,11/1991,22.18745543333333
143,12/1991,23.057124193548386
144,1/1992,23.329236612903227
145,2/1992,21.500578000000008
146,3/1992,21.500578000000008
147,4/1992,23.620718533333335
148,5/1992,23.204540161290332
149,6/1992,22.122160033333337
150,7/1992,21.746924451612905
151,8/1992,21.592464516129027
152,9/1992,22.167263566666673
153,10/1992,22.782361548387097
154,11/1992,22.667517500000006
155,12/1992,22.958552806451614
156,1/1993,23.01461258064516
157,2/1993,23.005597357142854
158,3/1993,23.141962129032255
159,4/1993,22.4100886
160,5/1993,22.622120741935483
161,6/1993,22.06783933333333
162,7/1993,21.765039516129033
163,8/1993,22.315262612903226
164,9/1993,22.652648800000005
165,10/1993,22.890861451612903
166,11/1993,23.277347066666668
167,12/1993,23.343238064516132
168,1/1994,23.57025193548387
169,2/1994,23.528815928571426
170,3/1994,23.566272000000005
171,4/1994,23.333127833333332
172,5/1994,23.257564451612904
173,6/1994,22.45211703333333
174,7/1994,21.864148516129035
175,8/1994,22.2544754516129
176,9/1994,22.502530999999998
177,10/1994,23.006078258064512
178,11/1994,23.432089966666663
179,12/1994,23.52748980645161
180,1/1995,23.700805838709673
181,2/1995,23.93297689285715
182,3/1995,23.691669096774195
183,4/1995,23.078570200000005
184,5/1995,22.995575451612908
185,6/1995,21.4608756
186,7/1995,17.910839774193548
