,Data,TempMinPrevista
0,1/1980,18.91921609677419
1,2/1980,20.801148137931033
2,3/1980,19.702168096774194
3,4/1980,18.29709693333334
4,5/1980,16.363542677419357
5,6/1980,12.935183266666668
6,7/1980,13.07573432903226
7,8/1980,14.151834
8,9/1980,13.493077226666665
9,10/1980,16.39893393548387
10,11/1980,17.925019833333337
11,12/1980,19.29255151612903
12,1/1981,20.844047064516136
13,2/1981,21.982734750000002
14,3/1981,19.652384096774192
15,4/1981,17.40824181666667
16,5/1981,16.911590177419356
17,6/1981,13.367261643333334
18,7/1981,12.894198716129035
19,8/1981,13.477938470967743
20,9/1981,14.840360000000002
21,10/1981,15.628326483870968
22,11/1981,18.413498299999997
23,12/1981,15.823957000000005
24,1/1982,19.024099903225803
25,2/1982,20.340610964285712
26,3/1982,19.760426354838707
27,4/1982,17.00829486666667
28,5/1982,14.222694622580647
29,6/1982,15.452879333333335
30,7/1982,15.238995887096776
31,8/1982,14.502975258064517
32,9/1982,14.975774133333333
33,10/1982,14.94440311290323
34,11/1982,15.642981266666668
35,12/1982,16.59569498387097
36,1/1983,15.081903596774191
37,2/1983,15.522439535714284
38,3/1983,15.09702114516129
39,4/1983,15.548984683333334
40,5/1983,16.155572790322584
41,6/1983,15.777544783333331
42,7/1983,16.15081901612903
43,8/1983,15.50284793548387
44,9/1983,15.5764642
45,10/1983,15.10961948387097
46,11/1983,14.726535566666664
47,12/1983,15.08475569354839
48,1/1984,15.823957000000005
49,2/1984,15.823957000000005
50,3/1984,15.823957000000005
51,4/1984,15.823957000000005
52,5/1984,15.823957000000005
53,6/1984,15.823957000000005
54,7/1984,15.823957000000005
55,8/1984,15.823957000000005
56,9/1984,15.823957000000005
57,10/1984,15.823957000000005
58,11/1984,15.823957000000005
59,12/1984,15.823957000000005
60,1/1985,15.823957000000005
61,2/1985,15.823957000000005
62,3/1985,15.823957000000005
63,4/1985,15.823957000000005
64,5/1985,15.823957000000005
65,6/1985,15.823957000000005
66,7/1985,15.823957000000005
67,8/1985,15.823957000000005
68,9/1985,15.823957000000005
69,10/1985,15.823957000000005
70,11/1985,15.823957000000005
71,12/1985,15.823957000000005
72,1/1986,15.823957000000005
73,2/1986,15.823957000000005
74,3/1986,15.823957000000005
75,4/1986,15.823957000000005
76,5/1986,15.823957000000005
77,6/1986,15.823957000000005
78,7/1986,15.823957000000005
79,8/1986,15.823957000000005
80,9/1986,15.823957000000005
81,10/1986,15.823957000000005
82,11/1986,15.823957000000005
83,12/1986,15.823957000000005
84,1/1987,15.823957000000005
85,2/1987,15.823957000000005
86,3/1987,15.823957000000005
87,4/1987,15.823957000000005
88,5/1987,15.823957000000005
89,6/1987,15.823957000000005
90,7/1987,15.823957000000005
91,8/1987,15.823957000000005
92,9/1987,15.823957000000005
93,10/1987,15.823957000000005
94,11/1987,15.823957000000005
95,12/1987,15.823957000000005
96,1/1988,15.003143564516131
97,2/1988,14.931631137931033
98,3/1988,14.648428209677421
99,4/1988,15.14358101666667
100,5/1988,15.377834661290322
101,6/1988,15.394700550000001
102,7/1988,14.82857212903226
103,8/1988,15.106584467741937
104,9/1988,15.563918716666667
105,10/1988,14.995538629032255
106,11/1988,14.436019166666666
107,12/1988,14.742337887096776
108,1/1989,15.343187983870967
109,2/1989,14.83871310714286
110,3/1989,14.62044758064516
111,4/1989,14.90579918333333
112,5/1989,14.891801887096777
113,6/1989,15.29614721666667
114,7/1989,14.920571209677417
115,8/1989,14.844213612903227
116,9/1989,15.135661083333334
117,10/1989,14.653367225806448
118,11/1989,14.41975586666667
119,12/1989,14.941671693548388
120,1/1990,15.823957000000005
121,2/1990,15.823957000000005
122,3/1990,15.823957000000005
123,4/1990,15.823957000000005
124,5/1990,15.823957000000005
125,6/1990,15.823957000000005
126,7/1990,15.823957000000005
127,8/1990,15.823957000000005
128,9/1990,15.823957000000005
129,10/1990,15.823957000000005
130,11/1990,15.823957000000005
131,12/1990,15.823957000000005
132,1/1991,15.823957000000005
133,2/1991,15.823957000000005
134,3/1991,15.823957000000005
135,4/1991,15.823957000000005
136,5/1991,15.823957000000005
137,6/1991,15.823957000000005
138,7/1991,15.823957000000005
139,8/1991,15.823957000000005
140,9/1991,15.823957000000005
141,10/1991,15.823957000000005
142,11/1991,15.823957000000005
143,12/1991,15.823957000000005
144,1/1992,21.065965903225806
145,2/1992,21.81805451724138
146,3/1992,20.817194548387096
147,4/1992,17.779160716666663
148,5/1992,15.312119635483871
149,6/1992,14.876159723333332
150,7/1992,11.403005167741936
151,8/1992,12.24988309677419
152,9/1992,15.470498333333333
153,10/1992,17.083099870967743
154,11/1992,17.828816283333328
155,12/1992,19.78952067741935
156,1/1993,21.54014851612904
157,2/1993,21.059157857142853
158,3/1993,20.877947225806448
159,4/1993,19.485418266666667
160,5/1993,15.041303661290323
161,6/1993,12.218013039999999
162,7/1993,11.41154122580645
163,8/1993,10.777700319354839
164,9/1993,14.051444266666666
165,10/1993,17.76692075806452
166,11/1993,19.1226375
167,12/1993,20.43337687096774
168,1/1994,20.331415225806456
169,2/1994,21.90275621428571
170,3/1994,19.906932806451614
171,4/1994,18.338634733333336
172,5/1994,17.97270996774194
173,6/1994,12.477747056666674
174,7/1994,13.060756270967742
175,8/1994,12.886956703225804
176,9/1994,15.771089866666665
177,10/1994,17.733187967741937
178,11/1994,18.393057566666663
179,12/1994,20.9730999032258
180,1/1995,21.882609193548387
181,2/1995,20.87872039285714
182,3/1995,20.140043129032264
183,4/1995,16.622194116666666
184,5/1995,13.895373761290323
185,6/1995,12.647243480000006
