Anos,TempMaxMedia,TempMinMedia
1980,24.27609986772487,16.999502204585543
1981,24.1869057177382,17.126939575785116
1982,24.552200662913048,17.489854853428195
1983,24.205089427195343,16.321050402796978
1984,23.474424,15.823957000000005
1985,23.474424,15.823957000000005
1986,23.474424,15.823957000000005
1987,23.474424,15.823957000000005
1988,23.81395324172846,15.014357511359842
1989,23.951376493650795,14.900944804224268
1990,23.474424,15.823957000000005
1991,23.474424,15.823957000000005
1992,24.59017488567544,17.17779013718947
1993,24.873517665130574,16.937211341525856
1994,24.971083589349718,17.366341525857656
1995,24.991984767025087,16.999659498207887
1996,24.61220059325176,17.18077493511309
1997,25.359385560675886,17.817676982361352
1998,25.23405209933436,17.6553270609319
1999,24.752784818228367,16.95055491551459
2000,23.118222,15.827746575000006
2001,24.433730625648263,16.26008171838198
2002,25.80732654889913,17.635396185355862
2003,25.724641577060932,17.656511136712748
2004,24.898504202199973,17.368237856878014
2005,25.65222862263185,17.8091557859703
2006,25.509007296466972,17.483630952380953
2007,25.160479390681,17.542223502304147
2008,24.915090841675937,17.165334940056855
2009,25.329775985663087,17.481687147977468
2010,24.995954941116235,17.562852022529444
2011,24.834726062468004,17.186484895033285
2012,25.868919169447537,17.948192745025338
2013,25.244075140809006,17.199442524321558
2014,26.173915770609316,18.346983177957874
2015,25.9797414234511,18.549071300563238
2016,25.43252286491163,17.244220584600175
2017,26.35973279902646,18.40277121778234
