Anos,TempMaxMedia,TempMinMedia
1980,32.086715600605864,22.714523987382105
1981,31.747944953383932,22.499733150099008
1982,33.01601870770978,23.87494865285998
1983,33.41123620601373,24.16955205960768
1984,32.14614139166976,23.529977753058958
1985,32.232571294111885,23.410185248566787
1986,32.22093962427388,23.571063664702894
1987,31.853778054434382,22.82684871444462
1988,31.15505193533968,21.588767751479693
1989,29.330956107270868,19.824930120327693
1990,26.622522,17.182819999999996
1991,26.622522,17.182819999999996
1992,26.622522,17.182819999999996
1993,29.564041571702237,21.47249630613821
1994,31.871250463881996,23.88197708653354
1995,30.788690456643625,21.643018874283154
1996,32.81073341017663,23.630771912430877
1997,33.13429599908188,24.33754879760581
1998,33.96151433691757,24.71028801843318
1999,33.43397209421403,23.85412939369296
2000,32.61570208249296,23.616591892225927
2001,32.58861644401161,23.721623210092332
2002,33.709206349206355,24.015635560675886
2003,33.94189964157706,23.65141641065028
2004,33.75570263255469,23.667082251884807
2005,33.76303059395802,24.34337820731638
2006,33.68300079649541,24.278237135912335
2007,34.004478984586044,24.280676523297497
2008,33.81627765418366,24.12495025336794
2009,34.70810739887352,24.615452862086624
2010,32.97064019532381,24.278129160266257
2011,33.930992134607735,24.28941301132161
2012,34.03873717711037,24.396809108886412
2013,34.113020993343575,24.55929467485919
2014,34.52924821671346,24.7009607014849
2015,34.82557771018485,25.079935311722025
2016,33.308518125644206,24.975258620689658
2017,34.617236776721235,24.74871303167095
