Anos,TempMaxMedia,TempMinMedia
1980,35.757663999999984,22.565903000000016
1981,35.757663999999984,22.56590300000001
1982,35.757663999999984,22.56590300000001
1983,35.757663999999984,22.56590300000001
1984,35.757663999999984,22.565903000000016
1985,35.757663999999984,22.56590300000001
1986,35.757663999999984,22.56590300000001
1987,35.757663999999984,22.56590300000001
1988,35.757663999999984,22.565903000000016
1989,35.757663999999984,22.56590300000001
1990,35.757663999999984,22.56590300000001
1991,35.757663999999984,22.56590300000001
1992,35.757663999999984,22.565903000000016
1993,35.06620809523808,22.61414535714287
1994,34.46161665353036,20.96692296679438
1995,32.81720174091142,20.5794777265745
1996,32.99862270994362,20.576753800519093
1997,32.92554147465438,20.726952124936
1998,34.16306067588326,21.44157962109575
1999,32.816446201647814,20.517001233533495
2000,32.70630360894822,21.532769126189596
2001,33.10607654889913,21.557046850998464
2002,33.83257680491551,21.97158154121864
2003,33.679972478238604,21.654778545826932
2004,33.472418736868114,22.15290384377704
2005,33.555295058883765,22.600609318996415
2006,33.05350550435228,22.206635304659496
2007,34.10915898617511,22.416555939580135
2008,33.64228587319244,22.195796873068847
2009,33.32797235023041,22.303364695340505
2010,34.8473252688172,22.98331258717799
2011,33.70327444956477,22.15868599590374
2012,34.152961315041395,22.20238814732419
2013,34.496040066564255,22.678072196620587
2014,34.31376728110599,22.318418458781363
2015,35.0418253968254,22.657929467485918
2016,35.57838260347159,23.36977042392782
2017,34.94144969278034,22.851606502816182
