Anos,TempMaxMedia,TempMinMedia
1980,33.95165957924579,22.000198519126684
1981,34.74843345724093,21.920967423161816
1982,33.99151398118789,22.026282681355145
1983,35.169839989759346,22.36294162826421
1984,33.34643307378568,21.83780527746879
1985,34.026565999999995,23.049334202803383
1986,34.026565999999995,23.04933419742704
1987,34.026565999999995,23.049334202803383
1988,34.026565999999995,23.049334196811277
1989,34.026565999999995,23.049334202515364
1990,33.83943224014337,22.87211541433692
1991,34.026565999999995,23.049334202515364
1992,34.026565999999995,23.049334199499445
1993,35.19442766385049,22.437019392345107
1994,33.16915057168459,22.472543201766513
1995,32.90782926548899,21.689041789042502
1996,33.36719470046083,22.191958525345623
1997,33.874773425499235,21.772112135176656
1998,34.95284882232463,23.023598950332826
1999,33.18785906298003,22.7853760734767
2000,33.095041095043875,22.380238845630945
2001,33.29166410650281,22.787660010240657
2002,34.123017793138764,23.221241679467486
2003,33.845130568356375,23.075467274043472
2004,33.842501235941164,23.147531516499814
2005,34.310899257552485,23.052372962904112
2006,33.715331221198156,22.51455325140809
2007,34.423105478750635,21.814507498292752
2008,33.81033772092449,21.48584359358546
2009,33.40218920066564,21.770059974524656
2010,34.57953853046594,22.335142409114184
2011,33.54653737839222,22.327651049667182
2012,35.113163082437275,22.08279199110122
2013,34.6156592421915,22.026031610323372
2014,34.41947890818858,23.003182761904764
2015,35.398614242959546,23.01683199746544
2016,35.51884084343789,23.41378616514866
2017,35.00216121326165,22.941611784613414
