Anos,TempMaxMedia,TempMinMedia
1980,28.809897495064636,20.80222847720192
1981,29.302741999999984,20.929624999999987
1982,29.302741999999984,20.929624999999987
1983,29.302741999999984,20.929624999999987
1984,29.302741999999984,20.929624999999987
1985,29.302741999999984,20.929624999999987
1986,28.814194246476216,21.350638456861237
1987,29.615357858462048,21.439866841255622
1988,29.798581768261027,21.503202856569022
1989,29.877459725806435,21.289317444316428
1990,29.302741999999984,20.929624999999987
1991,29.302741999999984,20.929624999999987
1992,29.302741999999984,20.929624999999987
1993,30.30246994495647,21.252282946108547
1994,29.629386268703414,20.595858966404958
1995,29.941034946236556,21.56267579791773
1996,29.81816244239631,20.478167562724014
1997,29.593594470046085,21.442460317460316
1998,30.189777265745008,21.835570916538657
1999,29.522995391705066,21.088430619559652
2000,29.199348041033247,20.220343768208064
2001,29.6122465437788,19.930127368151563
2002,29.390756329784413,18.86548678425764
2003,29.881248506571083,20.209268219832737
2004,29.383668229249434,19.64962921764924
2005,29.844674363833615,20.668587969093622
2006,29.705128250966677,21.409994002407036
2007,29.280489271217345,21.026833780145918
2008,29.756877277777775,21.185722958033
2009,30.82010763723361,21.7349873970022
2010,30.0788921994456,21.959073293989963
2011,29.374787800672113,22.10873353357883
2012,29.458209915779438,22.23287783389357
2013,29.870877496159753,22.37084342145626
2014,29.827732082286214,22.217294243673702
2015,30.299222421346077,22.906125049780965
2016,30.52621894697813,22.905080954146584
2017,30.04215899058919,22.77512743436269
