Anos,TempMaxMedia,TempMinMedia
1980,32.4940208256087,21.43750154492646
1981,32.35330965181772,20.878195084485405
1982,32.355689324116746,21.541310163850493
1983,32.11847478238607,20.86135624679979
1984,32.57505438141145,20.838519033494002
1985,32.908916410650285,21.436866359447006
1986,32.99730478750641,21.480632360471066
1987,33.243611111111115,21.855576036866356
1988,32.81474137931034,21.822985106908913
1989,32.29240909211294,21.67343445980543
1990,30.86467400000002,25.222726999999992
1991,30.86467400000002,25.222726999999992
1992,30.930117833333345,25.077777527777773
1993,31.390238395863403,21.341140422077924
1994,30.86467400000002,25.222726999999992
1995,32.888337813620076,22.324868003859944
1996,30.86467400000002,25.222726999999992
1997,30.86467400000002,25.222726999999992
1998,33.39315604198668,22.371149513568866
1999,33.39370775729646,21.371648215830643
2000,32.94810839204054,21.78722438511927
2001,33.44630269670593,20.78502688172043
2002,33.60938388332715,20.93781469683861
2003,32.853984468339306,21.13517952045483
2004,32.74030145929339,22.088205965181782
2005,32.120341626100874,20.805789721146954
2006,32.64084425817045,21.955715300951677
2007,33.44303443420379,21.25909178187404
2008,31.388293887246864,24.407467288451006
2009,32.59485801612904,22.15437798655914
2010,33.857575524833585,21.129242831541223
2011,33.895980542754735,21.750965821812596
2012,33.86301569645285,20.166251873850577
2013,33.26659818228367,21.47162959291629
2014,33.41134088581669,22.099819680107043
2015,33.630827599465455,22.4003491190486
2016,32.97759294561859,21.63865646573795
2017,34.07739523191554,21.934852680226708
