Anos,TempMaxMedia,TempMinMedia
1980,27.414102409566173,16.943810196811267
1981,26.998102705250172,15.959437319271823
1982,27.31828180918698,16.480015157256535
1983,27.066336453066157,16.972584663667813
1984,27.414102409566173,16.943810196811263
1985,27.414102391589854,16.943810202803373
1986,27.42422107014849,17.090096006144396
1987,27.414102391589854,16.943810202803373
1988,27.341179087875418,17.381420096403414
1989,26.87145225294418,17.606788914490526
1990,27.417708013312858,17.935126088069634
1991,26.464288914490528,17.53290706605223
1992,26.11773513780744,17.774357310592016
1993,27.193386456733233,17.857418074756787
1994,27.17710893497184,17.862289426523297
1995,27.16612647209421,18.095694444444444
1996,26.801897478680015,17.63100018539118
1997,27.26090565796211,17.940272017409118
1998,27.619859190988226,18.56038338453661
1999,26.942958269329235,17.712744495647723
2000,26.66979792361883,17.79554134223211
2001,27.103719918074763,18.28818420378904
2002,27.68438324328619,18.529850936666843
2003,27.648458141321044,18.115167690732207
2004,26.742648312940304,17.72789766407119
2005,26.92633320532514,18.367938428059396
2006,26.99369751664106,18.174514208909372
2007,27.86127944188428,18.41108550947261
2008,27.316554196020274,18.239223210975158
2009,27.653870967741938,18.48064580133128
2010,27.503200844854067,17.828986175115208
2011,27.15627816180236,17.631717053339692
2012,27.390523730070445,18.08155821282907
2013,27.08859895033282,17.618533666154637
2014,27.838265488991293,17.547770737327188
2015,28.38389528929851,18.772758576548906
2016,28.038757261154363,17.76284729946855
2017,27.418035714285708,18.47057080618677
