Anos,TempMaxMedia,TempMinMedia
1980,30.60828065303872,24.133507558595156
1981,30.64047775564353,24.36117882811773
1982,30.326758977984557,23.5372424740011
1983,30.647037890424986,24.721414490527394
1984,30.089442436040045,23.518312167840815
1985,29.681764592933956,23.57453661034306
1986,30.110258000000005,23.10076900000001
1987,30.110258000000005,23.10076900000001
1988,30.110258000000005,23.10076900000001
1989,30.110258000000005,23.10076900000001
1990,30.152518749039945,23.18381958438941
1991,30.110258000000005,23.10076900000001
1992,30.110258000000005,23.10076900000001
1993,30.236405297491046,23.23661650000001
1994,30.180632360471066,23.210359703020988
1995,30.460762530401947,23.219352586181518
1996,30.84626035100729,23.55763780744036
1997,30.91105862775218,23.70572004608295
1998,31.471367767537128,24.386021505376345
1999,30.952001408090116,23.79397209421403
2000,30.540416203188723,23.624566493634905
2001,30.75790514592934,23.874158346134152
2002,30.583646953405022,23.64379224270353
2003,30.80716528064693,23.895866615463394
2004,30.78691354591521,23.89059479668768
2005,31.296881080389152,24.332268305171535
2006,31.02646697388633,24.196246159754228
2007,31.206647465437793,24.021295442908343
2008,31.118731306389815,23.59963447039921
2009,30.669313876088072,23.5582072452637
2010,32.10385176651306,24.07169610855095
2011,31.194807347670253,23.244935355862776
2012,31.287533988382155,24.08658602150538
2013,31.526062467997946,24.568488223246288
2014,31.396406169994876,23.593451100870453
2015,31.372266385048643,23.79700140809012
2016,31.803999196638234,24.450255839822024
2017,31.47643369175627,24.371453533026113
