,Data,TempMaxPrevista,TempMaxINMET,NumDias
0,1/1980,33.258403032258066,32.26129032258064,31
1,2/1980,31.971781551724128,31.486206896551717,29
2,3/1980,33.023656129032254,33.50322580645162,31
3,4/1980,33.079038800000006,32.75333333333334,30
4,5/1980,32.15682835483871,32.1,31
5,6/1980,30.6729679,30.250000000000007,30
6,7/1980,30.986414774193545,31.42903225806451,31
7,8/1980,34.236756,34.23870967741935,31
8,9/1980,33.33439716666666,32.79333333333332,30
9,10/1980,35.187471903225806,35.45806451612903,31
10,11/1980,32.854384333333336,32.20666666666667,30
11,12/1980,32.29256987096774,31.44838709677419,31
12,1/1981,32.11987193548388,31.674193548387098,31
13,2/1981,32.65881014285715,32.789285714285725,28
14,3/1981,32.59595706451613,32.16129032258064,31
15,4/1981,33.56862663333334,32.99333333333333,30
16,5/1981,33.52486951612903,33.31935483870968,31
17,6/1981,29.155015866666663,29.416666666666668,30
18,7/1981,29.35406712903226,29.977419354838716,31
19,8/1981,34.346896935483876,34.99677419354839,31
20,9/1981,32.8683506,33.03666666666667,30
21,10/1981,34.041140225806444,33.44516129032259,31
22,11/1981,33.380316433333334,32.41666666666666,30
23,12/1981,32.77501183870967,32.01290322580645,31
24,1/1982,32.237795806451615,31.49677419354839,31
25,2/1982,32.43724821428572,31.982142857142854,28
26,3/1982,31.78498390322581,31.13225806451613,31
27,4/1982,32.212119333333334,31.893333333333334,30
28,5/1982,31.590427774193547,31.40967741935484,31
29,6/1982,31.298233466666666,31.19333333333333,30
30,7/1982,33.26308761290321,33.851612903225806,31
31,8/1982,33.10962687096774,33.44516129032258,31
32,9/1982,32.790405533333335,31.993333333333336,30
33,10/1982,34.26580419354838,33.86774193548386,31
34,11/1982,33.91058546666666,33.68999999999999,30
35,12/1982,33.054331838709686,32.31290322580645,31
36,1/1983,32.51887403225807,31.741935483870968,31
37,2/1983,33.826744964285716,33.44642857142857,28
38,3/1983,33.31640451612903,32.809677419354834,31
39,4/1983,33.662343433333334,34.22,30
40,5/1983,33.2227269032258,33.106451612903214,31
41,6/1983,28.82599786666666,28.726666666666674,30
42,7/1983,30.500027612903228,31.245161290322578,31
43,8/1983,31.333389935483872,32.34516129032259,31
44,9/1983,32.61399229999999,32.88,30
45,10/1983,32.35793535483871,32.032258064516135,31
46,11/1983,31.616050499999993,31.10666666666667,30
47,12/1983,32.51904,31.761290322580642,31
48,1/1984,33.14086229032258,33.00645161290323,31
49,2/1984,32.71992506896552,33.20344827586206,29
50,3/1984,32.753534709677425,32.86451612903225,31
51,4/1984,31.734579466666663,31.276666666666678,30
52,5/1984,32.01634680645161,31.96774193548387,31
53,6/1984,30.498491633333337,30.826666666666668,30
54,7/1984,32.42919787096774,32.11612903225806,31
55,8/1984,32.20043151612903,31.816129032258058,31
56,9/1984,34.053312366666674,33.98,30
57,10/1984,34.92457706451613,34.5774193548387,31
58,11/1984,33.66897396666666,33.23,30
59,12/1984,32.463372451612905,32.03548387096775,31
60,1/1985,31.631123129032265,31.067741935483873,31
61,2/1985,33.52295664285713,33.31785714285714,28
62,3/1985,32.88050864516128,32.33870967741936,31
63,4/1985,32.47556593333334,32.196666666666665,30
64,5/1985,32.84077048387097,32.87096774193548,31
65,6/1985,30.106140266666664,30.869999999999994,30
66,7/1985,31.828976774193546,32.40967741935484,31
67,8/1985,32.22545029032258,32.687096774193556,31
68,9/1985,33.28297273333333,33.56666666666667,30
69,10/1985,34.86191961290323,34.72903225806452,31
70,11/1985,34.0218196,33.93,30
71,12/1985,35.212734322580644,34.92258064516129,31
72,1/1986,33.65909122580644,33.148387096774194,31
73,2/1986,32.81207275,32.503571428571426,28
74,3/1986,33.04923929032258,32.85483870967742,31
75,4/1986,34.1046322,33.51666666666667,30
76,5/1986,32.242262322580636,32.016129032258064,31
77,6/1986,31.550041133333334,32.236666666666665,30
78,7/1986,32.061748193548375,31.770967741935475,31
79,8/1986,33.42563732258065,33.55483870967742,31
80,9/1986,32.08969613333334,32.3,30
81,10/1986,33.594282129032266,33.68064516129032,31
82,11/1986,35.017880466666675,35.233333333333334,30
83,12/1986,33.5313155483871,33.15161290322581,31
84,1/1987,33.507174225806466,33.03548387096774,31
85,2/1987,33.369890178571424,33.15,28
86,3/1987,32.78539619354839,32.50967741935484,31
87,4/1987,34.04665416666667,33.940000000000005,30
88,5/1987,31.856937354838713,31.67096774193549,31
89,6/1987,30.54753713333333,30.286666666666672,30
90,7/1987,33.112885935483874,33.858064516129026,31
91,8/1987,32.07987645161291,32.65483870967741,31
92,9/1987,35.47610469999999,35.410000000000004,30
93,10/1987,35.61406793548388,35.63548387096775,31
94,11/1987,34.43915886666666,34.236666666666665,30
95,12/1987,33.38643225806452,32.535483870967745,31
96,1/1988,33.541431451612894,32.961290322580645,31
97,2/1988,32.78782579310346,32.10689655172414,29
98,3/1988,33.530830225806454,33.16451612903226,31
99,4/1988,32.93290223333334,32.64333333333334,30
100,5/1988,30.97813496774193,29.848387096774193,31
101,6/1988,30.81618156666666,30.60666666666667,30
102,7/1988,29.088419000000005,29.72258064516129,31
103,8/1988,34.52776570967742,35.325806451612905,31
104,9/1988,35.63724263333334,35.766666666666666,30
105,10/1988,35.51385348387096,35.3,31
106,11/1988,34.453920366666665,33.95333333333333,30
107,12/1988,33.32130200000001,32.377419354838715,31
108,1/1989,32.26520596774193,31.4741935483871,31
109,2/1989,32.654879642857146,31.84642857142858,28
110,3/1989,32.5076025483871,31.867741935483863,31
111,4/1989,32.8428759,32.470000000000006,30
112,5/1989,31.34764209677419,30.738709677419354,31
