,Data,TempMaxPrevista,TempMaxINMET,NumDias
0,1/1980,29.98182661290322,29.496774193548386,31
1,2/1980,29.21274682758621,28.948275862068968,29
2,3/1980,29.481761322580645,29.106451612903232,31
3,4/1980,30.088094933333334,29.426666666666673,30
4,5/1980,29.178682419354836,28.741935483870964,31
5,6/1980,27.946790399999994,27.563333333333336,30
6,7/1980,27.452174806451612,27.000000000000004,31
7,8/1980,27.43282074193548,27.25806451612903,31
8,9/1980,28.128553333333336,27.843333333333337,30
9,10/1980,28.36664596774194,28.05806451612903,31
10,11/1980,29.439309833333326,28.873333333333335,30
11,12/1980,29.68015135483871,29.096774193548388,31
12,1/1981,26.513205,29.8,1
13,1/1986,29.737610032258065,29.59677419354838,31
14,2/1986,29.911690321428573,29.824999999999996,28
15,3/1986,29.77654658064516,29.62258064516129,31
16,4/1986,29.773889,29.52999999999999,30
17,5/1986,28.746512290322585,28.541935483870965,31
18,6/1986,28.124341633333337,27.66,30
19,7/1986,27.630744612903225,27.048387096774196,31
20,8/1986,27.87672574193548,27.316129032258058,31
21,10/1986,28.117315709677417,27.75483870967742,31
22,12/1986,29.264584129032258,28.854838709677423,31
23,1/1987,29.652372709677415,29.39032258064516,31
24,2/1987,30.194794071428568,29.97142857142857,28
25,3/1987,30.241959806451618,30.08709677419355,31
26,4/1987,29.839502800000005,29.67666666666667,30
27,5/1987,29.60292890322581,29.509677419354833,31
28,6/1987,28.49565043333333,28.26666666666666,30
29,7/1987,27.86227870833333,27.591666666666672,24
30,8/1987,27.933544258064515,27.790322580645157,31
31,9/1987,28.507102733333333,28.383333333333326,30
32,10/1987,29.298708451612907,29.006451612903223,31
33,11/1987,29.943006933333333,29.836666666666666,30
34,12/1987,30.196631066666665,30.10666666666667,30
35,1/1988,30.4994165483871,30.541935483870965,31
36,2/1988,30.59777958620689,30.77586206896552,29
37,3/1988,30.7327635,31.193333333333328,30
38,4/1988,29.9902532,29.97000000000001,30
39,5/1988,29.30007838709677,29.216129032258067,31
40,6/1988,28.19856366666667,28.206666666666663,30
41,8/1988,27.45569238709677,26.754838709677415,31
42,9/1988,27.878920033333337,27.30333333333333,30
43,10/1988,27.942173451612902,28.245161290322578,31
44,11/1988,27.748030366666665,28.570000000000004,30
45,12/1988,27.96960716129032,28.883870967741935,31
46,2/1989,30.460295607142864,30.753571428571426,28
47,3/1989,30.328548870967747,30.690322580645155,31
48,1/1991,30.14090077419355,30.0741935483871,31
49,2/1991,30.45589685714285,31.139285714285705,28
50,3/1991,30.493536580645163,31.280645161290316,31
51,4/1991,30.469263066666667,31.00666666666667,30
52,5/1991,29.45276412903226,30.170967741935485,31
53,6/1991,28.240606066666672,28.813333333333336,30
54,7/1991,27.513824548387095,27.922580645161283,31
55,8/1991,27.39984064516129,27.658064516129038,31
56,9/1991,27.53773633333333,27.88,30
57,10/1991,28.29802716129032,28.82903225806452,31
58,11/1991,29.259232333333326,29.81333333333334,30
59,12/1991,30.157846354838714,30.480645161290326,31
60,1/1992,30.403699935483868,30.335483870967746,31
61,4/1992,30.615753533333336,30.303333333333335,30
62,5/1992,30.167197548387097,30.116129032258065,31
63,6/1992,28.433307000000003,28.496666666666663,30
64,7/1992,27.872616516129032,27.677419354838705,31
65,8/1992,27.648266419354844,27.3741935483871,31
