<html><meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1">
<head>
<title>Estação - 82915</title>
   <!-- FACE BOX -->
   <script src="facebox/js/jquery.js" type="text/javascript"></script>
   <link href="facebox/styles/facebox.css" media="screen" rel="stylesheet" type="text/css" >

   <script src="facebox/js/facebox.js" type="text/javascript"></script>
   <script type="text/javascript">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type="text/javascript">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement("A");
         a_false.rel = "lightbox";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<pre>--------------------
BDMEP - INMET
--------------------
Estação           : RIO BRANCO - AC (OMM: 82915)
Latitude  (graus) : -9.96
Longitude (graus) : -67.8
Altitude  (metros): 160.00
Estação Operante
Inicio de operação: 01/01/1929
Periodo solicitado dos dados: 01/01/1980 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
82915;31/01/1980;0000;0;0.909677;3.6;;;;;7.483871;16;161.6;;994.068817;31.77619;25.989524;20.790476;84.802632;;
82915;29/02/1980;0000;0;1.091954;5;;;;;7.793103;14;293.8;;992.977011;31.563158;25.733684;20.736842;87.722222;;
82915;31/03/1980;0000;0;1.043011;5;;;;;7.924731;19;249.8;;994.062366;31.004762;25.265714;20.669565;89.9125;;
82915;30/04/1980;0000;0;1.077778;4;;;;123.3;7.466667;10;44.6;;994.058889;;;19.2;87.509615;;
82915;31/05/1980;0000;0;0.913978;3;;;;130.2;7.795699;9;95.1;;995.544086;;;18.153846;86.78;;
82915;30/06/1980;0000;0;1.155556;3;48.6;;;152.2;7.022222;5;17.3;;997.138889;;;16.892857;88.435185;;
82915;31/07/1980;0000;;1.172043;3;;;;;5.236559;1;3.2;;995.433333;;;;;;
82915;31/08/1980;0000;;1.172043;5;;;;;6.430108;;0;;994.83871;;;;;;
82915;30/09/1980;0000;;1.322222;7;;;;;5.811111;2;3.3;;994.294444;;;;;;
82915;31/10/1980;0000;;0.924731;3;;;;;7.258065;9;62.5;;992.851613;33.170588;25.803529;20.623529;;;
82915;30/11/1980;0000;;1.411111;5;;;;;7.133333;11;106.5;;991.182222;32.842105;25.585263;20.031579;;;
82915;31/12/1980;0000;;1.032258;3;;;;;7.612903;9;77.1;;990.831183;32.19375;25.57875;21.2625;85.316667;;
82915;31/01/1981;0000;0;1;5;;;;;6.483871;10;48.8;;991.844086;31.288235;25.161176;20.717647;87.544118;;
82915;28/02/1981;0000;0;0.964286;3;;;;;7.47619;13;113.3;;991.812048;31.505882;25.221176;20.8;87.75;;
82915;31/03/1981;0000;0;1.419355;3;;;;;6.903226;9;104.6;;991.858065;31.721053;25.904211;21.768421;87.366667;;
82915;30/04/1981;0000;0;1.162222;3.6;;;;;6.633333;9;99.9;;991.301111;32.286667;25.701333;20.653333;;;
82915;31/05/1981;0000;0;1.03956;3.6;;;;;7.494505;5;20;;993.157609;31.815;25.38;20.41;86.777778;;
82915;30/06/1981;0000;0;1.566667;5;;;;;6.577778;2;1.8;;995.621111;30.22381;23.128571;17.304762;84.083333;;
82915;31/07/1981;0000;0;1.408602;5;;;;;4.365591;1;3.4;;996.911828;29.7;21.39;14.8;76.05;;
82915;31/08/1981;0000;0;1.11828;5;;;;;5.763441;5;68.8;;994.408602;32.98125;24.44375;17.6125;76.390625;;
82915;30/09/1981;0000;;1.266667;5;;;;;6.844444;1;3;;995.237778;;;;;;
82915;31/10/1981;0000;0;1.043011;5;;;;;6.763441;8;133.2;;992.523656;33.813043;26.127826;20.53913;81.011905;;
82915;30/11/1981;0000;0;1.255556;5;;;;;7.888889;14;151.2;;990.744444;;;21.678261;85.363636;;
82915;31/12/1981;0000;0;1.107527;5;;;;88.2;7.591398;15;185.2;;991.602151;;;22.041667;87.380435;;
82915;31/01/1982;0000;0;1.16129;3;37.6;;;88.7;8.129032;22;336;;991.778495;30.986667;25.845333;22.04;86.658333;;
82915;28/02/1982;0000;0;1.02381;5;;;;52.7;8.071429;20;329.6;;992.121429;31.041667;25.495;21.85;87.833333;;
82915;31/03/1982;0000;0;1.049462;3.6;;;;66.8;7.655914;16;135;;992.117204;31.446154;26.087692;21.846154;85.954545;;
82915;30/04/1982;0000;0;1.1;3;;;;;7.688889;14;150.1;;993.837778;31.709091;25.745455;21.563636;86.852273;;
82915;31/05/1982;0000;0;1.150538;5;;;;87.1;6.924731;6;192.8;;994.607527;30.970833;24.8225;19.7;85.260417;;
82915;30/06/1982;0000;0;1.244444;5;;;;;7.677778;3;37.9;;995.295556;30.815789;23.58;17.768421;85.552632;;
82915;31/07/1982;0000;0;1.150538;5;;;;176.8;6.892473;4;98.4;;995.026882;32.853846;24.78;18.269231;82.567308;;
82915;31/08/1982;0000;0;1.221505;3.6;57.8;;;175.9;7.225806;7;51.6;;995.26129;33.464286;24.867143;18.492857;81.223214;;
82915;30/09/1982;0000;0;1.355556;3;;;;;7.233333;9;146.6;;993.871111;33.045455;26.069091;20.1;81.136364;;
82915;31/10/1982;0000;0;1.307527;7;;;;;7.139785;4;38.9;;991.729032;33.209524;26.198095;20.895238;83.25;;
82915;30/11/1982;0000;0;1.2;9;;;;;7.933333;13;104.2;;991.36;31.843478;26.026957;22.134783;85.576087;;
82915;31/12/1982;0000;0;1.206522;3;;;;;7.612903;17;140.6;;991.629032;30.914286;25.653333;21.780952;87.97619;;
82915;31/01/1983;0000;;0.817204;5;40.4;;;125.5;7.086022;20;263.4;;991.098925;32.419355;26.741935;22.619355;;;
82915;28/02/1983;0000;;1.071429;5;31;;;111.6;7;13;237.1;;991.9;32.728571;26.834286;22.521429;;;
82915;31/03/1983;0000;;0.831183;5;38.4;;;127.7;6.344086;19;290.8;;991.666667;32.03871;26.566452;22.012903;;;
82915;30/04/1983;0000;;0.711111;3;41;;;77.9;6.3;16;148.7;;991.728889;32.373333;26.604667;22.556667;;;
82915;31/05/1983;0000;;1.013978;3;47.4;;;114.7;6.268817;8;37.4;;992.055914;32.051613;26.064516;21.690323;;;
82915;30/06/1983;0000;;1.062222;5;42.4;;;123.2;4.344444;4;20.3;;995.494444;27.813333;22.382667;17.286667;;;
82915;31/07/1983;0000;;1.064516;5;65.3;;;202.7;4.72043;3;46.6;;994.266667;30.922581;23.861935;17.406452;;;
82915;31/08/1983;0000;;1.146237;4;77.8;;;131.6;5.064516;3;14.4;;995.766667;32.303226;24.176774;16.96129;;;
82915;30/09/1983;0000;;1.222222;5;92.4;;;157.4;6.1;6;56.3;;993.666667;33.36;24.998667;17.653333;;;
82915;31/10/1983;0000;;1.178495;5;71.6;;;157.9;6.096774;7;131.2;;992.625806;32.516129;25.571613;19.96129;;;
82915;30/11/1983;0000;;1.066667;5;49.2;;;124.5;6.066667;17;186.7;;993.147778;31.646667;25.64;21.1;;;
82915;31/12/1983;0000;;1.075269;4;49.2;;;119.4;5.741935;19;288.4;;992.817204;31.541935;25.834839;21.625806;;;
82915;31/01/1984;0000;;0.806452;5;36;;;;5.548387;25;373.4;;992.567742;30.670968;25.274839;21.4;;;
82915;29/02/1984;0000;;0.758621;7;33.8;;;105.5;5.298851;22;351.9;;992.568966;30.834483;25.275862;21.765517;;;
82915;31/03/1984;0000;;0.752688;5;34.1;;;118.4;6.021505;23;257.3;;992.509677;31.574194;25.910968;21.683871;;;
82915;30/04/1984;0000;;0.644444;3;38.6;;;128.9;5.566667;15;169.4;;993.471111;31.213333;25.254667;21.04;;;
82915;31/05/1984;0000;;0.849462;5;33;;;131.1;5.731183;10;99;;993.521505;30.980645;24.651613;20.03871;;;
82915;30/06/1984;0000;;0.944444;5;38;;;160.4;4.788889;3;5;;995.568889;30.52;23.369333;17.32;;;
82915;31/07/1984;0000;;1.032258;5;51;;;217.4;4.88172;4;17.8;;995.224731;31.593548;23.531613;16.303226;;;
82915;31/08/1984;0000;;1.11828;5;102.4;;;154.7;5.419355;2;10.8;;995.54086;32.658065;23.863226;15.948387;;;
82915;30/09/1984;0000;;0.995556;7;74.6;;;137.6;6.122222;10;159.3;;994.277551;32.63;25.282;19.446667;;;
82915;31/10/1984;0000;;1.193548;5;36.6;;;137.4;6.096774;18;228.4;;;32.335484;25.781935;21.722581;;;
82915;30/11/1984;0000;;0.988889;6;29.8;;;114.9;6.111111;15;200.2;;;31.96;25.733333;21.766667;;;
82915;31/12/1984;0000;;1.215054;6;34.2;;;149.4;5.462366;21;178.4;;;31.606452;25.967742;22.019355;;;
82915;31/01/1985;0000;;1.150538;5;29;;;83.4;6.182796;20;159.3;;;30.36129;25.274839;21.909677;;;
82915;28/02/1985;0000;;0.785714;5;40.2;;;79.4;5.690476;19;140.8;;;30.935714;25.324286;21.757143;;;
82915;31/03/1985;0000;;0.989247;5;39;;;85.1;5.870968;20;253.3;;;31.012903;25.788387;22.322581;;;
82915;30/04/1985;0000;;1.077778;10;41;;;118.6;5.622222;18;387.1;;991.198876;30.32;25.037333;21.466667;;;
82915;31/05/1985;0000;;0.827957;5;50.8;;;157.8;5.247312;8;44.5;;992.355914;31.070968;24.947097;20.574194;;;
82915;30/06/1985;0000;;1.3;5;55.1;;;206.9;4.833333;5;28.4;;994.778889;30.18;22.810667;17.006667;;;
82915;31/07/1985;0000;;1.329032;10;74.2;;;218.7;4.752688;5;118.5;;994.248387;30.909677;22.806452;16.741935;;;
82915;31/08/1985;0000;;1.27957;5;63.6;;;177.4;4.88172;8;97.8;;993.794624;30.729032;23.059355;17.129032;;;
82915;30/09/1985;0000;;1.311111;5;55.4;;;122.4;5.833333;11;79.2;;992.154444;32.093333;24.609333;19.606667;;;
82915;31/10/1985;0000;;1.290323;6;57;;;154.2;5.817204;11;168.3;;990.212903;32.23871;25.726452;21.393548;;;
82915;30/11/1985;0000;;1.088889;5;51.3;;;125.1;5.388889;18;283.5;;990.448889;31.03;25.308667;21.78;;;
82915;31/12/1985;0000;;1.172043;5;44.6;;;112.2;5.483871;17;365.4;;990.282796;30.883871;25.667097;22.032258;;;
82915;31/01/1986;0000;0;1.145161;5;39.9;;;101.5;8.322581;23;285.7;;;30.548387;25.225806;21.658065;89.790323;;
82915;28/02/1986;0000;;0.940476;5;31;;;69;5.297619;21;354.4;;;30.292857;24.81;21.871429;;;
82915;31/03/1986;0000;;0.913978;5;36.6;;;95.7;5.27957;26;332;;;30.980645;25.350968;22.012903;;;
82915;30/04/1986;0000;;0.933333;5;37.5;;;85;5.877778;13;187.6;;;31.093333;25.290667;21.7;;;
82915;31/05/1986;0000;;1.032258;5;64.8;;;120.8;5.354839;11;233.8;;;31.103226;25.202581;21.348387;;;
82915;30/06/1986;0000;;0.855556;5;73.6;;;176.1;5.133333;3;11.6;;;31.446667;23.348;17.22;;;
82915;31/07/1986;0000;;1.215054;5;111.8;;;144.6;5.247312;4;24.6;;;30.412903;22.950968;16.587097;;;
82915;31/08/1986;0000;;1.347826;5;105.8;;;59.4;6.075269;8;82.8;;;31.696774;24.492903;19.206452;;;
82915;30/09/1986;0000;;1.1;5;88.8;;;133.6;5.511111;8;97.9;;;31.353333;24.448;19.366667;;;
82915;31/10/1986;0000;;1.236559;5;37.6;;;150;5.978495;13;273.9;;;31.890323;25.415484;20.625806;;;
82915;30/11/1986;0000;;1.066667;5;36.2;;;126.2;6.033333;15;261;;;31.993333;25.765333;21.546667;;;
82915;31/12/1986;0000;;1.107527;5;49;;;112.7;6.387097;20;297.2;;;31.658065;25.891613;22.032258;;;
82915;31/01/1987;0000;;1.075269;5;38;;;85.7;6.44086;21;363.1;;;30.980645;25.751613;21.990323;;;
82915;28/02/1987;0000;;1.095238;5;45.6;;;88.7;6.404762;20;180;;;31.171429;25.525714;20.992857;;;
82915;31/03/1987;0000;;1.258065;5;57.6;;;170.2;6.043011;12;137.5;;;31.780645;25.610323;20.425806;;;
82915;30/04/1987;0000;;1.101124;5;49.9;;;144.7;5.888889;13;179;;;31.593333;25.732;20.82;;;
82915;31/05/1987;0000;;1.225806;5;68.2;;;193.3;5.333333;6;23.8;;;30.935484;24.592258;18.793548;;;
82915;30/06/1987;0000;;;;;;;237.7;6.225806;3;25;;;30.393333;;17.293333;;;
82915;31/07/1987;0000;;1.087912;3;105.4;;;147.2;6.304348;3;9;;;32.941935;25.257419;17.680645;;;
82915;31/08/1987;0000;;1.376344;5;103.4;;;147.2;6.758065;2;20;;;33.348387;24.530323;16.232258;;;
82915;30/09/1987;0000;;1.277778;5;96.4;;;148.9;6.754098;5;48.4;;;34.326667;26.385333;18.98;;;
82915;31/10/1987;0000;;1.150538;5;50.2;;;176.9;6.641304;12;154.1;;;33.864516;26.935484;21.458065;;;
82915;30/11/1987;0000;;0.888889;5;38.2;;;109.4;6.488889;19;284.8;;;31.61;26.01;21.653333;;;
82915;31/12/1987;0000;;1.27957;5;45;;;119.7;6.602151;18;286.9;;;31.632258;26.04129;21.625806;;;
