--------------------
BDMEP - INMET
--------------------
Estação           : RECIFE  CURADO  - PE (OMM: 82900)
Latitude  (graus) : -8.05
Longitude (graus) : -34.95
Altitude  (metros): 10.00
Estação Operante
Inicio de operação: 07/07/1961
Periodo solicitado dos dados: 01/01/1980 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82900;16/11/1996;1200;7.7;;24.3;;;;;;
82900;17/11/1996;0000;;29.5;;9.4;5;26.42;77;3.6;
82900;17/11/1996;1200;4.9;;23.3;;;;;;
82900;18/11/1996;0000;;29.5;;3.8;5.3;27.22;74.25;3.066667;
82900;18/11/1996;1200;0;;25.3;;;;;;
82900;19/11/1996;0000;;29.9;;8;4.5;27;74.25;2.966667;
82900;19/11/1996;1200;0.2;;22.9;;;;;;
82900;20/11/1996;0000;;29.8;;8.7;4.7;27.36;74.75;3.3;
82900;20/11/1996;1200;0.3;;25.1;;;;;;
82900;21/11/1996;0000;;29.9;;5.2;7.2;27.22;76.75;3.3;
82900;21/11/1996;1200;0.2;;24.2;;;;;;
82900;22/11/1996;0000;;30.6;;9.6;3.5;26.72;72.75;3.066667;
82900;22/11/1996;1200;0;;21.7;;;;;;
82900;23/11/1996;0000;;30;;7.6;4.8;26.88;73.75;2.733333;
82900;23/11/1996;1200;0;;23.8;;;;;;
82900;24/11/1996;0000;;31.8;;8.8;5;26.96;74;2.666667;
82900;24/11/1996;1200;0;;21.9;;;;;;
82900;25/11/1996;0000;;31.4;;9.5;4;27.1;72.25;3.033333;
82900;25/11/1996;1200;0;;22.6;;;;;;
82900;26/11/1996;0000;;30.9;;10.3;3.8;25.92;76;2;
82900;26/11/1996;1200;0;;21.9;;;;;;
82900;27/11/1996;0000;;30.1;;11;4.5;25.62;73.5;2.066667;
82900;27/11/1996;1200;0;;21;;;;;;
82900;28/11/1996;0000;;30.4;;10.8;5;25.84;71.75;3.233333;
82900;28/11/1996;1200;0;;20;;;;;;
82900;29/11/1996;0000;;30.5;;10.7;7;26.98;65.75;3.533333;
82900;29/11/1996;1200;0;;22.3;;;;;;
82900;30/11/1996;0000;;30;;9;7;26.18;72.25;3.1;
82900;30/11/1996;1200;3.6;;21.3;;;;;;
82900;01/12/1996;0000;;30.1;;9.4;;26.5;70.25;3.133333;
82900;01/12/1996;1200;1.6;;22.2;;;;;;
82900;02/12/1996;0000;;29.6;;7.7;4.6;25.7;79.25;2.4;
82900;02/12/1996;1200;11.2;;22.2;;;;;;
82900;03/12/1996;0000;;29.8;;10.6;5.5;26.36;77.75;3.4;
82900;03/12/1996;1200;2.8;;22.1;;;;;;
82900;04/12/1996;0000;;30.2;;11.1;8.1;26.98;70.25;2.633333;
82900;04/12/1996;1200;0;;25;;;;;;
82900;05/12/1996;0000;;29.9;;7.9;4.7;26.8;71.25;4.1;
82900;05/12/1996;1200;0.5;;22.6;;;;;;
82900;06/12/1996;0000;;30.6;;10.2;6.1;27;71.25;3.666667;
82900;06/12/1996;1200;0;;22;;;;;;
82900;07/12/1996;0000;;30.4;;10.1;7.6;27.54;70.25;2.9;
82900;07/12/1996;1200;0;;25.7;;;;;;
82900;08/12/1996;0000;;30.8;;10.4;6.4;27;69.5;2.6;
82900;08/12/1996;1200;0;;21.4;;;;;;
82900;09/12/1996;0000;;31.4;;10;6.5;27.26;73;2.933333;
82900;09/12/1996;1200;0;;22.2;;;;;;
82900;10/12/1996;0000;;30.6;;9.7;6.4;26.74;67.75;2.633333;
82900;10/12/1996;1200;0;;22;;;;;;
