Data,TempMaxPrevista,TempMinPrevista,TempMaxINMET,NumDiasTempMaxINMET,TempMinINMET,NumDiasTempMinINMET,TempMaxCorrigida,TempMinCorrigida
1/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
2/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
3/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
4/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
5/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
6/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
7/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
8/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
9/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
10/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
11/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
12/1980,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
1/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
2/1981,35.757663999999984,22.565903,,,,,35.757663999999984,22.565903
3/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
4/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
5/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
6/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
7/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
8/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
9/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
10/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
11/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
12/1981,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
1/1982,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
2/1982,35.757663999999984,22.565903,,,,,35.757663999999984,22.565903
3/1982,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
4/1982,35.757663999999984,22.56590300000001,,,,,35.757663999999984,22.56590300000001
