<html><meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1">
<head>
<title>Estação - 82397</title>
   <!-- FACE BOX -->
   <script src="facebox/js/jquery.js" type="text/javascript"></script>
   <link href="facebox/styles/facebox.css" media="screen" rel="stylesheet" type="text/css" >

   <script src="facebox/js/facebox.js" type="text/javascript"></script>
   <script type="text/javascript">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type="text/javascript">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement("A");
         a_false.rel = "lightbox";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<pre>--------------------
BDMEP - INMET
--------------------
Estação           : FORTALEZA - CE (OMM: 82397)
Latitude  (graus) : -3.81
Longitude (graus) : -38.53
Altitude  (metros): 26.45
Estação Operante
Inicio de operação: 27/10/1919
Periodo solicitado dos dados: 01/01/1980 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
82397;31/01/1980;0000;;;7.1;118.4;;;203.1;;12;93.5;;1006.525;30.707143;27.176;24.846429;82.583333;;
82397;29/02/1980;0000;;;6.3;;;;126.1;;18;313.8;;;29.638462;26.189333;23.688462;87.766667;;
82397;31/03/1980;0000;0;2.567568;5;97.4;;;178.4;6.675676;19;179;;1006.37027;29.922581;26.4016;23.654839;84.54;;
82397;30/04/1980;0000;;;;127.4;;;239.8;;18;56.9;;;31.333333;;24.54;;;
82397;31/05/1980;0000;;;;132.2;;;257.3;;12;44.4;;;31.6;;24.296774;;;
82397;30/06/1980;0000;;;6.6;120.9;;;208.3;;14;72.6;;;30.306667;26.341333;23.913333;84.083333;;
82397;31/07/1980;0000;9;2.802041;6;122.5;;;246.3;3.489796;5;49.1;;1009.5;30.253333;25.93125;23.113333;81.78125;;
82397;31/08/1980;0000;;;;167;;;278.3;;5;29.7;;;30.764516;;23.580645;;;
82397;30/09/1980;0000;;;;141.5;;;254.4;;7;23.2;;;30.4;;24.048276;;;
82397;31/10/1980;0000;;;6;163.8;;;268.8;;5;12.2;;;30.88;;24.47;;;
82397;30/11/1980;0000;9;3.614444;5;152.7;;;270.3;5.255556;8;7.2;;;30.673333;27.386;24.75;78.283333;;
82397;31/12/1980;0000;9;3.185714;5.8;117.4;;;259.1;5.571429;7;8.9;;;30.82;27.402963;24.7;81;;
82397;31/01/1981;0000;9;3.190805;5.3;94.1;;;194.5;6.804598;16;57.5;;;30.503448;27.331724;24.748276;83.810345;;
82397;28/02/1981;0000;9;4.303175;7.5;;;;;5.555556;8;29.9;;;30.619048;27.555238;24.87619;81.357143;;
82397;31/03/1981;0000;9;2.915789;7.5;;;;;7.666667;11;241.8;;;29.789474;26.744211;24.278947;84.302632;;
82397;30/04/1981;0000;9;3.305063;7.5;;;;191.7;6.050633;8;123.5;;;30.715385;27.222308;24.157692;78.903846;;
82397;31/05/1981;0000;9;2.751685;6.6;97.9;;;185.8;6.670455;13;120.4;;;30.14;26.905333;24.333333;80.25;;
82397;30/06/1981;0000;9;3.32716;8.3;116.7;;;235.5;4.160494;5;28.9;;;30.466667;26.608889;23.296296;80.175926;;
82397;31/07/1981;0000;9;3.660215;6.2;157.7;;;277.6;3.860215;0;0;;;31.054839;26.594194;23;79.862903;;
82397;31/08/1981;0000;9;3.897561;7.5;154.1;;;255.5;3.52439;3;6.3;;1007.47561;30.633333;26.60963;23.4;80.846154;;
